CustomerID;Value;Frequency;Recency;Country
17262;169.5;1;261;United Kingdom
17263;10.89;1;208;United Kingdom
17265;42.14;2;138;United Kingdom
17266;33;3;2;United Kingdom
17267;10.05;1;127;United Kingdom
17268;20;1;150;United Kingdom
17272;146.88;3;46;United Kingdom
17274;33.94;1;35;United Kingdom
17277;161;2;227;United Kingdom
17282;427.05;2;130;United Kingdom
17284;174.43;6;60;United Kingdom
17286;24.32;1;21;United Kingdom
17287;174.07;6;26;United Kingdom
17288;104.26;4;12;United Kingdom
17289;93.27;3;31;United Kingdom
17290;71.65;2;3;United Kingdom
17293;241.93;8;8;United Kingdom
17295;85.48;3;28;United Kingdom
17297;19.39;1;17;United Kingdom
17298;26.35;1;101;United Kingdom
17299;18.55;1;173;United Kingdom
17301;11.45;1;21;United Kingdom
17302;127.51;3;32;United Kingdom
17303;28.44;1;361;United Kingdom
17306;760.2;4;142;United Kingdom
17309;11.25;1;95;United Kingdom
17311;180.38;2;78;United Kingdom
17312;0.95;1;155;United Kingdom
17313;285;1;31;United Kingdom
17314;317.06;6;28;United Kingdom
17315;507.89;27;1;United Kingdom
17320;67.2;3;100;United Kingdom
17321;39.56;1;67;United Kingdom
17323;84.62;6;15;United Kingdom
17324;238.79;2;21;United Kingdom
17325;16.5;1;280;United Kingdom
17329;114.48;2;14;United Kingdom
17330;70.8;1;67;United Kingdom
17333;20.04;1;85;United Kingdom
17334;-0.42;1;301;United Kingdom
17337;270.26;3;211;United Kingdom
17338;651.09;9;17;United Kingdom
17340;1507.02;8;29;United Kingdom
17341;60.49;2;156;United Kingdom
17343;7.95;1;355;United Kingdom
17344;10.9;1;46;United Kingdom
17345;30.18;3;15;United Kingdom
17346;382.09;16;3;United Kingdom
17348;166.98;5;14;United Kingdom
17349;42.5;1;179;United Kingdom
17350;118.2;2;45;United Kingdom
17351;192.75;2;36;United Kingdom
17353;217.5;1;129;United Kingdom
17354;10.5;1;50;United Kingdom
17356;50.58;1;311;United Kingdom
17357;5.88;1;24;United Kingdom
17358;6.95;1;355;United Kingdom
17359;6.29;1;11;United Kingdom
17360;90.12;3;17;United Kingdom
17361;32.3;2;49;United Kingdom
17362;85.6;2;239;United Kingdom
17364;474.34;8;7;United Kingdom
17365;582.79;7;12;United Kingdom
17367;24.9;1;238;United Kingdom
17368;200.87;8;23;United Kingdom
17370;52.74;3;84;United Kingdom
17371;63.84;3;17;United Kingdom
17372;112.08;8;40;United Kingdom
17373;73.27;3;40;United Kingdom
17374;109.5;2;218;United Kingdom
17375;56.96;3;199;United Kingdom
17376;11.8;1;311;United Kingdom
17377;615.22;17;23;United Kingdom
17379;31.19;1;11;United Kingdom
17381;2664.48;12;8;United Kingdom
17383;12.9;1;4;United Kingdom
17384;27.45;2;19;United Kingdom
17385;35.58;1;14;United Kingdom
17386;127.72;3;7;United Kingdom
17387;76.78;2;19;United Kingdom
17388;24.9;1;131;United Kingdom
17389;3350.2;15;3;United Kingdom
17392;37;1;358;United Kingdom
17396;1708.1;4;39;United Kingdom
17397;24.76;2;22;United Kingdom
17398;54.15;2;210;United Kingdom
17400;306.32;4;126;United Kingdom
17402;250.55;6;4;United Kingdom
17403;32.38;1;36;United Kingdom
17404;3251.02;9;25;Other
17405;71.66;3;1;United Kingdom
17406;62.25;1;333;United Kingdom
17409;128.5;1;184;United Kingdom
17410;131.95;4;37;United Kingdom
17411;126.6;3;12;United Kingdom
17412;74.4;2;358;United Kingdom
17414;180;1;43;United Kingdom
17415;76.39;1;79;United Kingdom
17416;691.68;5;29;United Kingdom
17418;17.14;1;42;United Kingdom
17419;452.32;10;11;United Kingdom
17420;66.56;2;50;United Kingdom
17422;343.07;9;16;United Kingdom
17423;244.14;2;46;United Kingdom
17425;103.6;1;60;United Kingdom
17426;441.28;6;8;United Kingdom
17427;30;1;71;United Kingdom
17428;1306.41;18;44;United Kingdom
17429;60.73;4;120;United Kingdom
17430;17.7;1;32;United Kingdom
17431;58.68;1;313;United Kingdom
17432;41.53;2;18;United Kingdom
17433;12;1;88;United Kingdom
17434;183;7;2;United Kingdom
17438;35.8;1;253;United Kingdom
17440;100.83;2;239;United Kingdom
17442;267.42;5;36;United Kingdom
17444;244.88;2;151;Other
17446;13.2;1;310;United Kingdom
17447;32.7;1;71;United Kingdom
17449;345.57;7;2;United Kingdom
17450;25802.24;23;11;United Kingdom
17451;172.24;6;1;United Kingdom
17453;100.8;1;64;United Kingdom
17454;31.2;3;233;United Kingdom
17455;36.4;1;203;United Kingdom
17456;30.4;1;365;United Kingdom
17457;187.56;2;308;United Kingdom
17458;31.43;1;15;United Kingdom
17459;88.43;2;43;United Kingdom
17460;35.4;1;318;United Kingdom
17461;66.32;2;22;United Kingdom
17462;93.2;2;51;United Kingdom
17463;251.54;6;16;United Kingdom
17466;20.8;1;78;United Kingdom
17469;184.61;5;16;United Kingdom
17470;134.56;4;44;United Kingdom
17472;85.5;3;191;United Kingdom
17475;9.48;1;79;United Kingdom
17480;25.74;2;73;United Kingdom
17481;114.38;4;3;United Kingdom
17483;15;1;65;United Kingdom
17486;50.55;1;261;United Kingdom
17489;12.6;1;212;United Kingdom
17490;257.87;9;0;United Kingdom
17491;228.05;6;74;United Kingdom
17492;15;1;248;United Kingdom
17495;33;2;7;United Kingdom
17496;26.7;1;358;United Kingdom
17498;38.88;1;75;United Kingdom
17499;76.4;1;289;United Kingdom
17500;33;1;29;United Kingdom
17501;86.7;2;220;United Kingdom
17502;90.84;1;9;United Kingdom
17503;101.61;2;2;United Kingdom
17504;186.93;6;206;United Kingdom
17505;220.61;2;161;United Kingdom
17506;40.5;1;75;United Kingdom
17507;89.52;2;261;United Kingdom
17508;72.66;1;280;Other
17509;566.83;8;57;United Kingdom
17511;10426.39;32;2;United Kingdom
17512;244.52;6;51;United Kingdom
17513;199.2;1;72;United Kingdom
17514;17.65;1;128;United Kingdom
17515;77.68;4;31;United Kingdom
17516;115.94;5;15;United Kingdom
17517;15;1;308;United Kingdom
17519;118.93;5;133;United Kingdom
17520;47.38;1;53;United Kingdom
17521;118.8;3;29;United Kingdom
17522;224.92;3;183;United Kingdom
17523;102.42;3;11;United Kingdom
17525;87.6;1;359;United Kingdom
17526;-397.1;3;4;United Kingdom
17527;-9.16;4;53;United Kingdom
17528;411.46;7;17;United Kingdom
17530;217.52;8;1;United Kingdom
17531;20.15;2;120;United Kingdom
17534;19.8;1;53;United Kingdom
17535;43.2;1;280;United Kingdom
17537;176.82;2;29;United Kingdom
17538;15;1;25;United Kingdom
17540;69.9;2;24;United Kingdom
17542;5.85;1;269;United Kingdom
17545;89.71;3;43;United Kingdom
17548;-22.7;2;217;United Kingdom
17550;12.35;3;197;United Kingdom
17551;43;1;359;United Kingdom
17552;57.43;3;42;United Kingdom
17554;276.73;4;1;United Kingdom
17555;51.24;2;19;United Kingdom
17556;17.7;1;205;United Kingdom
17557;22.05;1;81;United Kingdom
17560;79.3;1;204;United Kingdom
17561;5.31;1;19;United Kingdom
17562;84.2;4;14;United Kingdom
17564;52.95;3;24;United Kingdom
17566;80.35;2;8;United Kingdom
17567;232.83;9;7;United Kingdom
17569;43.6;1;332;United Kingdom
17571;199.56;3;50;United Kingdom
17572;17.7;1;99;United Kingdom
17573;44.16;2;29;United Kingdom
17576;355.62;17;8;United Kingdom
17578;18.72;1;218;United Kingdom
17579;57.66;2;4;United Kingdom
17580;23.5;1;312;United Kingdom
17581;1331.56;19;0;United Kingdom
17582;2.3;1;236;United Kingdom
17584;94.2;1;7;United Kingdom
17585;155.66;4;109;United Kingdom
17588;184.42;2;100;United Kingdom
17589;190.05;4;60;United Kingdom
17590;181.16;3;2;United Kingdom
17591;286.58;7;73;United Kingdom
17593;430.27;6;3;United Kingdom
17594;158.3;2;85;United Kingdom
17595;23.34;2;12;United Kingdom
17596;326.19;7;23;United Kingdom
17597;439.34;1;213;United Kingdom
17601;7.56;1;239;United Kingdom
17602;583.65;6;2;United Kingdom
17603;12.48;1;78;United Kingdom
17604;45.33;2;217;United Kingdom
17608;25.49;1;33;United Kingdom
17609;124.9;5;40;United Kingdom
17611;461.98;12;30;United Kingdom
17612;180.59;6;53;United Kingdom
17613;231.31;10;22;United Kingdom
17614;52.48;1;57;United Kingdom
17618;163.15;2;248;United Kingdom
17619;22.47;1;312;United Kingdom
17620;40.8;1;59;United Kingdom
17621;167.7;2;21;United Kingdom
17623;43.46;1;32;United Kingdom
17624;85.98;2;14;United Kingdom
17625;161.32;4;18;United Kingdom
17629;265.39;6;5;United Kingdom
17630;86.45;2;169;United Kingdom
17631;52.1;3;1;United Kingdom
17633;125.54;4;31;United Kingdom
17634;303.1;9;36;United Kingdom
17636;56.05;2;8;United Kingdom
17637;88.14;2;31;United Kingdom
17639;19.9;1;276;United Kingdom
17642;78.9;1;176;United Kingdom
17643;21.15;1;373;United Kingdom
17644;288.61;7;36;United Kingdom
17646;112.8;3;219;United Kingdom
17647;31.85;1;65;United Kingdom
17648;167.37;4;60;United Kingdom
17649;34.74;1;138;United Kingdom
17651;301.21;8;31;United Kingdom
17652;458.89;12;25;United Kingdom
17653;48.9;2;38;United Kingdom
17654;1.65;1;277;United Kingdom
17655;222.58;7;10;United Kingdom
17656;84.74;3;73;United Kingdom
17658;40.8;1;211;United Kingdom
17659;307.08;9;3;United Kingdom
17660;14.95;1;141;United Kingdom
17663;224.73;6;25;United Kingdom
17664;125.61;2;18;United Kingdom
17667;253.59;3;66;United Kingdom
17668;19.8;1;38;United Kingdom
17669;249.3;3;85;United Kingdom
17670;89.9;1;227;United Kingdom
17671;69.48;4;15;United Kingdom
17672;486.9;3;50;United Kingdom
17673;163.33;6;1;United Kingdom
17674;67.38;1;74;United Kingdom
17675;2129.65;27;1;United Kingdom
17676;138.8;4;4;United Kingdom
17677;1883.06;19;1;United Kingdom
17678;46.2;1;263;United Kingdom
17679;208.8;1;85;United Kingdom
17682;145.2;5;10;United Kingdom
17685;276.89;6;16;United Kingdom
17686;582.58;6;7;United Kingdom
17690;588.33;12;30;United Kingdom
17691;30;1;358;United Kingdom
17692;69.25;2;226;United Kingdom
17693;15.6;1;137;United Kingdom
17694;29.7;1;141;United Kingdom
17695;60.9;2;131;United Kingdom
17696;216.56;8;38;United Kingdom
17697;38.7;1;236;United Kingdom
17700;309.47;4;16;United Kingdom
17701;80.3;1;252;United Kingdom
17702;313.25;4;108;United Kingdom
17703;83.9;1;35;United Kingdom
17704;160.84;2;168;United Kingdom
17705;231.9;5;30;United Kingdom
17706;945.68;12;4;United Kingdom
17707;51;1;185;United Kingdom
17708;65.15;2;187;United Kingdom
17712;64.15;1;44;United Kingdom
17715;326.4;1;200;United Kingdom
17716;724.55;10;29;United Kingdom
17719;398.47;11;37;United Kingdom
17720;109.74;3;26;United Kingdom
17722;317.94;5;96;United Kingdom
17724;136.5;3;71;United Kingdom
17725;234.42;8;70;United Kingdom
17727;123.58;1;15;United Kingdom
17728;235.96;3;3;United Kingdom
17730;848.88;10;3;United Kingdom
17731;50.3;4;79;United Kingdom
17732;65.4;1;372;United Kingdom
17733;71.46;2;38;United Kingdom
17734;145.62;3;53;United Kingdom
17735;1058.47;17;2;United Kingdom
17736;52.83;1;113;United Kingdom
17737;32.19;2;9;United Kingdom
17738;168.63;4;19;United Kingdom
17739;421.2;5;11;United Kingdom
17742;59.35;1;332;United Kingdom
17744;267.74;6;3;United Kingdom
17746;-7.5;1;234;United Kingdom
17747;-6.75;1;100;United Kingdom
17749;96.2;2;178;United Kingdom
17750;133.83;6;56;United Kingdom
17754;45.4;4;0;United Kingdom
17757;653.17;27;1;United Kingdom
17758;455.68;6;19;United Kingdom
17759;226.91;2;17;United Kingdom
17760;16.75;2;21;United Kingdom
17761;141.84;1;32;United Kingdom
17764;66.3;2;50;United Kingdom
17765;49.9;3;158;United Kingdom
17767;15;1;15;United Kingdom
17768;389.2;3;8;United Kingdom
17769;324.65;7;12;United Kingdom
17770;194.85;4;198;United Kingdom
17771;48.15;2;56;United Kingdom
17772;30.3;2;10;United Kingdom
17774;186.15;4;96;United Kingdom
17777;76.29;3;24;United Kingdom
17779;101.56;3;21;United Kingdom
17781;62.54;1;159;United Kingdom
17783;17.38;1;72;United Kingdom
17785;5.04;1;53;United Kingdom
17786;27.74;2;85;United Kingdom
17787;249.93;3;304;United Kingdom
17788;3.25;1;129;United Kingdom
17789;35.4;1;281;United Kingdom
17790;162.47;8;26;United Kingdom
17791;23.5;1;29;United Kingdom
17793;44.73;1;25;United Kingdom
17795;24.6;2;179;United Kingdom
17796;44.65;3;313;United Kingdom
17797;74.36;3;22;United Kingdom
17799;308.6;8;22;United Kingdom
17800;79.2;6;49;United Kingdom
17802;173.18;4;82;United Kingdom
17805;2.1;1;73;United Kingdom
17806;16.6;1;11;United Kingdom
17809;285.95;3;56;United Kingdom
17811;701.59;38;4;United Kingdom
17812;49.02;4;12;United Kingdom
17813;122.6;5;14;United Kingdom
17816;10.77;3;36;United Kingdom
17817;15.63;2;4;United Kingdom
17819;646.44;4;194;United Kingdom
17824;71.76;1;51;United Kingdom
17827;195.87;5;5;United Kingdom
17828;147.11;5;8;Other
17829;150.6;1;298;Other
17830;49.9;2;261;United Kingdom
17831;17.7;1;33;United Kingdom
17832;5.54;1;49;United Kingdom
17835;40.31;3;2;United Kingdom
17836;0.8;1;47;United Kingdom
17837;197.41;6;42;United Kingdom
17838;315.51;6;26;United Kingdom
17839;36.58;1;42;United Kingdom
17841;4972.26;119;1;United Kingdom
17843;26;1;303;United Kingdom
17844;6.64;1;106;Other
17846;2033.1;1;85;United Kingdom
17848;23.6;2;148;United Kingdom
17850;793.89;20;302;United Kingdom
17852;8.75;2;11;United Kingdom
17857;3825.82;9;4;United Kingdom
17858;501.05;7;5;United Kingdom
17859;2.51;1;304;United Kingdom
17860;28.15;1;368;United Kingdom
17861;145.89;6;3;United Kingdom
17862;11.7;1;323;United Kingdom
17863;324.64;6;59;United Kingdom
17864;83.36;3;12;United Kingdom
17865;1005;13;30;United Kingdom
17867;33.03;2;30;United Kingdom
17869;62.62;3;107;United Kingdom
17870;191.71;9;2;United Kingdom
17871;16.5;1;204;United Kingdom
17873;20.4;1;373;United Kingdom
17874;171.2;4;225;United Kingdom
17878;26.1;1;43;United Kingdom
17879;4.65;1;173;United Kingdom
17880;59;1;364;United Kingdom
17883;51;4;3;United Kingdom
17884;77.1;4;3;United Kingdom
17885;20.49;1;12;United Kingdom
17886;124.93;3;31;United Kingdom
17887;2.95;1;129;United Kingdom
17888;7.54;3;59;United Kingdom
17890;89.35;2;322;United Kingdom
17891;18.07;1;162;United Kingdom
17892;28.8;1;155;United Kingdom
17893;9.2;1;225;United Kingdom
17894;118.66;7;71;United Kingdom
17895;10.05;1;44;United Kingdom
17897;108.32;3;172;United Kingdom
17898;16.3;2;85;United Kingdom
17899;5.41;1;159;United Kingdom
17900;2.4;2;164;United Kingdom
17904;27.09;1;21;United Kingdom
17905;330.05;3;71;United Kingdom
17908;36.8;1;373;United Kingdom
17911;77.38;1;9;United Kingdom
17912;36.55;5;310;United Kingdom
17913;31.35;2;58;United Kingdom
17914;15.11;1;3;United Kingdom
17917;48.2;3;45;United Kingdom
17920;547.26;14;4;United Kingdom
17921;63.92;4;64;United Kingdom
17924;496.05;3;11;United Kingdom
17926;53.1;2;133;United Kingdom
17928;43.55;2;45;United Kingdom
17929;196.2;1;308;United Kingdom
17930;151.08;3;35;United Kingdom
17931;17.17;2;134;United Kingdom
17932;120.05;3;29;United Kingdom
17934;89.7;1;58;United Kingdom
17935;10.45;1;141;United Kingdom
17936;59.15;1;5;United Kingdom
17937;678.72;3;257;United Kingdom
17939;32.65;1;159;United Kingdom
17940;332.4;3;49;United Kingdom
17946;10.1;1;233;United Kingdom
17949;8450.83;11;1;United Kingdom
17950;125.69;4;72;United Kingdom
17951;40.8;1;358;United Kingdom
17954;241.94;12;5;United Kingdom
17955;70.2;3;218;United Kingdom
17957;23.61;1;66;United Kingdom
17960;5;1;171;United Kingdom
17961;110.19;14;31;United Kingdom
17962;6.07;1;142;United Kingdom
17964;49.79;2;31;United Kingdom
17965;240.27;12;37;United Kingdom
17966;48.6;3;151;United Kingdom
17967;4.75;1;371;United Kingdom
17968;36.3;1;373;United Kingdom
17969;86.75;2;166;United Kingdom
17970;83.75;1;211;United Kingdom
17972;16.3;1;241;United Kingdom
17973;30;1;51;United Kingdom
17974;56.76;3;24;United Kingdom
17975;416.54;13;15;United Kingdom
17976;43.25;1;372;United Kingdom
17977;99.15;1;29;United Kingdom
17978;35.4;1;365;United Kingdom
17979;85.78;4;35;United Kingdom
17980;189;3;165;United Kingdom
17984;44.49;1;145;United Kingdom
17985;9;1;22;United Kingdom
17987;18.84;1;185;United Kingdom
17988;10.82;3;11;United Kingdom
17990;89.6;1;236;United Kingdom
17991;2.95;1;225;United Kingdom
17994;54.3;2;189;United Kingdom
17995;52.5;1;281;United Kingdom
17997;201.49;8;79;United Kingdom
17999;65.15;2;37;United Kingdom
18001;23.19;1;86;United Kingdom
18004;9.48;1;362;United Kingdom
18005;39.6;2;3;United Kingdom
18006;92.65;1;23;United Kingdom
18008;466.74;4;203;United Kingdom
18009;8.75;1;235;United Kingdom
18011;16.54;1;373;United Kingdom
18013;13.77;1;155;United Kingdom
18014;31.07;1;28;United Kingdom
18015;26.66;1;4;United Kingdom
18016;121.39;5;32;United Kingdom
18018;10.9;1;108;United Kingdom
18019;14.85;1;51;United Kingdom
18022;43.28;1;35;United Kingdom
18024;0.59;1;152;United Kingdom
18027;21.1;1;98;United Kingdom
18030;101.2;1;42;United Kingdom
18033;13;1;65;United Kingdom
18034;67.86;2;21;United Kingdom
18035;47.9;3;35;United Kingdom
18036;11.54;2;32;United Kingdom
18037;3.3;1;322;United Kingdom
18040;56.2;1;245;United Kingdom
18041;412.93;16;11;United Kingdom
18043;94.53;3;24;United Kingdom
18044;152.38;6;36;United Kingdom
18045;13.68;1;45;United Kingdom
18048;22.5;1;203;United Kingdom
18050;15;1;359;United Kingdom
18053;15;1;70;United Kingdom
18055;613.36;9;7;United Kingdom
18056;76.75;1;288;United Kingdom
18059;23.4;2;44;United Kingdom
18061;182.4;4;151;United Kingdom
18062;72.9;2;173;United Kingdom
18064;16.5;1;133;United Kingdom
18065;242.4;9;5;United Kingdom
18066;30;1;75;United Kingdom
18067;56.97;1;40;United Kingdom
18069;212.25;5;26;United Kingdom
18071;99.05;2;257;United Kingdom
18072;-5.64;2;155;United Kingdom
18073;638.04;5;128;United Kingdom
18074;31.2;1;373;United Kingdom
18075;338.54;11;23;United Kingdom
18077;252.46;11;8;United Kingdom
18078;39.75;1;259;United Kingdom
18079;195.87;3;45;United Kingdom
18081;17.7;1;133;United Kingdom
18082;18.64;1;25;United Kingdom
18085;142.2;2;330;United Kingdom
18086;10.08;1;274;United Kingdom
18087;-81.6;1;144;United Kingdom
18088;32.05;1;61;United Kingdom
18092;1312.32;6;2;United Kingdom
18093;643.08;2;120;United Kingdom
18094;321.12;4;81;United Kingdom
18095;55.8;1;332;United Kingdom
18096;59.53;3;11;United Kingdom
18097;231.2;5;7;United Kingdom
18099;36.86;1;127;United Kingdom
18101;16.6;1;11;United Kingdom
18102;22769.86;32;1;United Kingdom
18104;113.4;1;37;United Kingdom
18105;15.35;1;37;United Kingdom
18106;69.8;1;329;United Kingdom
18109;772.25;21;7;United Kingdom
18110;25.8;2;19;United Kingdom
18112;42.8;2;12;United Kingdom
18114;53.45;1;290;United Kingdom
18116;198.84;8;67;United Kingdom
18117;47.23;1;25;United Kingdom
18118;638.61;27;10;United Kingdom
18119;4.32;1;367;United Kingdom
18120;10.9;1;214;United Kingdom
18121;92.82;1;154;United Kingdom
18122;174.85;5;8;United Kingdom
18123;87.45;2;24;United Kingdom
18125;146.41;4;29;United Kingdom
18126;17.75;1;60;United Kingdom
18127;15;2;19;United Kingdom
18130;70.08;2;28;United Kingdom
18135;195.82;3;29;United Kingdom
18136;10.08;1;319;United Kingdom
18139;1177.5;6;17;United Kingdom
18141;-35.4;1;360;United Kingdom
18142;88.62;2;151;United Kingdom
18143;79.54;2;116;United Kingdom
18144;488.2;6;78;United Kingdom
18145;213.32;4;12;United Kingdom
18146;26.4;1;140;United Kingdom
18147;19.92;1;108;United Kingdom
18149;243.9;2;215;United Kingdom
18150;17.4;1;140;United Kingdom
18151;96.33;2;134;United Kingdom
18154;55.08;2;3;United Kingdom
18156;98.2;2;12;United Kingdom
18158;39.5;2;9;United Kingdom
18159;15.6;1;301;United Kingdom
18160;100.9;2;57;United Kingdom
18161;71.98;4;15;United Kingdom
18164;17.85;1;37;United Kingdom
18165;99;1;177;United Kingdom
18167;34.8;3;23;United Kingdom
18168;91.41;4;176;United Kingdom
18169;35.4;1;60;United Kingdom
18170;149.55;2;33;United Kingdom
18171;179.96;4;58;United Kingdom
18172;1046.17;12;35;United Kingdom
18173;145.8;2;199;United Kingdom
18176;75.65;2;353;United Kingdom
18177;125.45;3;31;United Kingdom
18178;241.45;4;128;United Kingdom
18179;139.2;5;9;United Kingdom
18180;193.57;6;4;United Kingdom
18181;41.45;1;24;United Kingdom
18183;61.25;3;227;United Kingdom
18185;13.2;1;249;United Kingdom
18188;142.76;3;15;United Kingdom
18189;47;1;267;United Kingdom
18191;40.8;1;261;United Kingdom
18192;172.6;1;71;United Kingdom
18193;19.9;1;165;United Kingdom
18196;95.19;2;95;United Kingdom
18198;345.76;10;4;United Kingdom
18200;7.5;1;106;United Kingdom
18202;167.74;3;199;United Kingdom
18203;21.8;1;157;United Kingdom
18204;164.39;3;71;United Kingdom
18205;15;1;36;United Kingdom
18210;250.09;6;1;United Kingdom
18211;70.58;4;43;United Kingdom
18212;37.85;1;326;United Kingdom
18213;25;1;236;United Kingdom
18215;47.94;1;89;United Kingdom
18216;25.5;1;31;United Kingdom
18217;75.38;1;70;United Kingdom
18218;9.96;2;267;United Kingdom
18219;251.21;7;2;United Kingdom
18221;186.45;5;22;United Kingdom
18222;13.2;1;92;United Kingdom
18223;542.07;14;4;United Kingdom
18224;42.9;1;263;United Kingdom
18225;570.71;12;3;United Kingdom
18226;515.96;11;44;United Kingdom
18228;154.44;2;56;United Kingdom
18229;583.3;11;11;United Kingdom
18230;330.54;5;9;United Kingdom
18231;256.06;5;192;United Kingdom
18232;40.95;2;192;United Kingdom
18235;201.81;3;71;United Kingdom
18236;69.9;3;29;United Kingdom
18237;67.35;3;65;United Kingdom
18239;308.53;4;218;United Kingdom
18240;15.6;1;46;United Kingdom
18241;233.1;8;9;United Kingdom
18242;89.46;2;72;United Kingdom
18245;354.96;7;7;United Kingdom
18246;159.2;1;23;United Kingdom
18248;97.95;2;122;United Kingdom
18249;12.48;1;17;United Kingdom
18250;45.75;1;310;United Kingdom
18251;1164.96;1;87;United Kingdom
18252;18.96;1;50;United Kingdom
18255;30;1;89;United Kingdom
18257;163.4;4;67;United Kingdom
18259;77;2;85;United Kingdom
18260;374.94;7;172;United Kingdom
18262;11.7;1;140;United Kingdom
18263;93.8;3;25;United Kingdom
18265;90.8;2;72;United Kingdom
18270;-5.05;2;38;United Kingdom
18272;434.38;5;45;United Kingdom
18274;12.3;2;17;United Kingdom
18276;32.7;1;43;United Kingdom
18277;12.6;1;58;United Kingdom
18280;23.7;1;277;United Kingdom
18281;5.04;1;180;United Kingdom
18282;53.4;1;126;United Kingdom
18283;221.93;13;3;United Kingdom
18287;315.84;2;58;United Kingdom
